timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
57644329,5.0563474,3.3725097,1,0,1,0,1,0,0
58144330,4.84043,3.3708985,1,0,1,0,1,0,0
58644329,5.053125,3.3708985,1,0,1,0,1,0,0
59154341,4.954834,3.369287,1,0,1,0,1,0,0
59654341,5.038623,3.3708985,1,0,1,0,1,0,0
60154343,4.941943,3.3708985,1,0,1,0,1,0,0
60654342,5.0321774,3.369287,1,0,1,0,1,0,0
61154341,5.0466795,3.369287,1,0,1,0,1,0,0
61654342,5.033789,3.3676758,1,0,1,0,1,0,0
62164348,5.030566,3.3708985,1,0,1,0,1,0,0
62664330,4.887158,3.3708985,1,0,1,0,1,0,0
63164329,5.0257325,3.3708985,1,0,1,0,1,0,0
63664329,4.9870605,3.3708985,1,0,1,0,1,0,0
64164329,5.030566,3.3708985,1,0,1,0,1,0,0
64674342,4.990283,3.3708985,1,0,1,0,1,0,0
65174342,4.861377,3.3725097,1,0,1,0,1,0,0
65674343,5.043457,3.3708985,1,0,1,0,1,0,0
66174342,5.0225096,3.369287,1,0,1,0,1,0,0
66674342,5.0515137,3.369287,1,0,1,0,1,0,0
67174341,5.0208983,3.369287,1,0,1,0,1,0,0
67674342,5.043457,3.369287,1,0,1,0,1,0,0
68174371,4.914551,3.3725097,1,0,1,0,1,0,0
68674341,5.0273438,3.3708985,1,0,1,0,1,0,0
69174341,4.9870605,3.369287,1,0,1,0,1,0,0
69674358,4.995117,3.3708985,1,0,1,0,1,0,0
70174343,4.9129395,3.3708985,1,0,1,0,1,0,0
70674343,5.0273438,3.3708985,1,0,1,0,1,0,0
71184329,5.0466795,3.3708985,1,0,1,0,1,0,0
71684329,5.019287,3.3708985,1,0,1,0,1,0,0
72184336,5.024121,3.3708985,1,0,1,0,1,0,0
72684329,5.028955,3.3708985,1,0,1,0,1,0,0
73184329,5.0273438,3.3708985,1,0,1,0,1,0,0
73684330,5.0225096,3.3708985,1,0,1,0,1,0,0
74184330,4.8984375,3.3708985,1,0,1,0,1,0,0
74684329,5.0128417,3.3708985,1,0,1,0,1,0,0
75184329,5.0015626,3.3725097,1,0,1,0,1,0,0
75684329,4.903271,3.3708985,1,0,1,0,1,0,0
76194342,4.9967284,3.3725097,1,0,1,0,1,0,0
76694353,4.8742676,3.369287,1,0,1,0,1,0,0
77194342,5.0257325,3.3708985,1,0,1,0,1,0,0
77694343,5.0354004,3.369287,1,0,1,0,1,0,0
78194354,5.014453,3.3708985,1,0,1,0,1,0,0
78694366,5.0273438,3.369287,1,0,1,0,1,0,0
79194351,5.0466795,3.369287,1,0,1,0,1,0,0
79694341,4.9097166,3.369287,1,0,1,0,1,0,0
80204329,5.030566,3.3708985,1,0,1,0,1,0,0
80704329,5.0499024,3.3708985,1,0,1,0,1,0,0
81204338,4.929053,3.3708985,1,0,1,0,1,0,0
81704329,5.040234,3.3708985,1,0,1,0,1,0,0
82204329,4.993506,3.369287,1,0,1,0,1,0,0
82704329,4.891992,3.3708985,1,0,1,0,1,0,0
83204352,5.0450683,3.3725097,1,0,1,0,1,0,0
83704329,5.028955,3.3708985,1,0,1,0,1,0,0
84214368,4.92583,3.369287,1,0,1,0,1,0,0
84714360,4.9242187,3.3708985,1,0,1,0,1,0,0
85214345,5.028955,3.369287,1,0,1,0,1,0,0
85714341,4.890381,3.3708985,1,0,1,0,1,0,0
86214342,5.0354004,3.3708985,1,0,1,0,1,0,0
86714350,5.0482907,3.3708985,1,0,1,0,1,0,0
87214342,5.030566,3.3708985,1,0,1,0,1,0,0
87714377,4.995117,3.369287,1,0,1,0,1,0,0
88214344,4.9596677,3.3708985,1,0,1,0,1,0,0
88714351,5.0466795,3.3725097,1,0,1,0,1,0,0
89224330,4.9870605,3.3725097,1,0,1,0,1,0,0
89724329,5.0370116,3.369287,1,0,1,0,1,0,0
90224333,5.0321774,3.3708985,1,0,1,0,1,0,0
90724329,5.0482907,3.369287,1,0,1,0,1,0,0
91224329,4.9097166,3.3708985,1,0,1,0,1,0,0
91724329,5.033789,3.3708985,1,0,1,0,1,0,0
92224330,5.0482907,3.3708985,1,0,1,0,1,0,0
92724329,4.92583,3.369287,1,0,1,0,1,0,0
93224338,4.9097166,3.3708985,1,0,1,0,1,0,0
93734342,5.0273438,3.3708985,1,0,1,0,1,0,0
94234342,5.057959,3.3708985,1,0,1,0,1,0,0
94734341,4.9773927,3.3708985,1,0,1,0,1,0,0
95234341,4.979004,3.3708985,1,0,1,0,1,0,0
95734351,4.930664,3.3708985,1,0,1,0,1,0,0
96234342,5.0466795,3.3708985,1,0,1,0,1,0,0
96734344,5.041846,3.369287,1,0,1,0,1,0,0
97234342,5.0515137,3.3708985,1,0,1,0,1,0,0
97734364,4.9193845,3.3676758,1,0,1,0,1,0,0
98234343,5.0450683,3.369287,1,0,1,0,1,0,0
98734343,4.914551,3.3708985,1,0,1,0,1,0,0
99234340,4.990283,3.3708985,1,0,1,0,1,0,0
99744329,5.0370116,3.3708985,1,0,1,0,1,0,0
100244329,5.017676,3.3708985,1,0,1,0,1,0,0
100744330,4.980615,3.3708985,1,0,1,0,1,0,0
101244329,5.053125,3.3725097,1,0,1,0,1,0,0
101744329,5.0660157,3.3708985,1,0,1,0,1,0,0
102244329,5.0273438,3.3708985,1,0,1,0,1,0,0
102744329,5.0499024,3.369287,1,0,1,0,1,0,0
103244329,4.891992,3.369287,1,0,1,0,1,0,0
103744329,5.028955,3.3708985,1,0,1,0,1,0,0
104244329,5.028955,3.369287,1,0,1,0,1,0,0
104744358,4.891992,3.369287,1,0,1,0,1,0,0
105244329,4.988672,3.369287,1,0,1,0,1,0,0
105744329,5.0515137,3.3708985,1,0,1,0,1,0,0
106254333,4.979004,3.3708985,1,0,1,0,1,0,0
106754362,4.8484864,3.369287,1,0,1,0,1,0,0
107254341,5.0450683,3.369287,1,0,1,0,1,0,0
107754343,4.9773927,3.369287,1,0,1,0,1,0,0
108254341,5.030566,3.369287,1,0,1,0,1,0,0
108754344,4.92583,3.3708985,1,0,1,0,1,0,0
109254342,5.053125,3.3708985,1,0,1,0,1,0,0
109754343,5.024121,3.3708985,1,0,1,0,1,0,0
110254343,5.040234,3.3708985,1,0,1,0,1,0,0
110764329,5.0273438,3.3708985,1,0,1,0,1,0,0
111264330,5.024121,3.3708985,1,0,1,0,1,0,0
111764329,4.8952146,3.3708985,1,0,1,0,1,0,0
112264329,4.990283,3.3708985,1,0,1,0,1,0,0
112774341,5.0321774,3.3708985,1,0,1,0,1,0,0
113274352,4.990283,3.3725097,1,0,1,0,1,0,0
113774342,4.9822264,3.369287,1,0,1,0,1,0,0
114274342,5.0482907,3.369287,1,0,1,0,1,0,0
114774343,4.9081054,3.3708985,1,0,1,0,1,0,0
115274342,5.0354004,3.369287,1,0,1,0,1,0,0
115774345,5.0499024,3.3708985,1,0,1,0,1,0,0
116274343,5.028955,3.3708985,1,0,1,0,1,0,0
116774341,5.0273438,3.369287,1,0,1,0,1,0,0
117274338,5.033789,3.3725097,1,0,1,0,1,0,0
117774345,4.980615,3.369287,1,0,1,0,1,0,0
118274342,4.9773927,3.3708985,1,0,1,0,1,0,0
118784344,4.904883,3.3708985,1,0,1,0,1,0,0
119284329,4.9918942,3.3708985,1,0,1,0,1,0,0
119784329,5.040234,3.3708985,1,0,1,0,1,0,0
120284329,4.8952146,3.3708985,1,0,1,0,1,0,0
120784329,4.9129395,3.3708985,1,0,1,0,1,0,0
121284329,5.040234,3.3708985,1,0,1,0,1,0,0
121784329,4.9226074,3.369287,1,0,1,0,1,0,0
122284329,5.0466795,3.369287,1,0,1,0,1,0,0
122784329,5.0370116,3.3708985,1,0,1,0,1,0,0
123284329,4.890381,3.3708985,1,0,1,0,1,0,0
123784329,4.8581543,3.369287,1,0,1,0,1,0,0
124284329,5.0482907,3.3708985,1,0,1,0,1,0,0
124784329,4.9097166,3.3708985,1,0,1,0,1,0,0
125284329,4.9226074,3.369287,1,0,1,0,1,0,0
125794344,5.0208983,3.3708985,1,0,1,0,1,0,0
126294351,4.8984375,3.3708985,1,0,1,0,1,0,0
126794366,5.0370116,3.3708985,1,0,1,0,1,0,0
127294341,5.0321774,3.3725097,1,0,1,0,1,0,0
127794341,4.92583,3.369287,1,0,1,0,1,0,0
128294364,5.043457,3.3708985,1,0,1,0,1,0,0
128794343,5.040234,3.3708985,1,0,1,0,1,0,0
129294343,4.8339844,3.3708985,1,0,1,0,1,0,0
129794353,4.9709473,3.3708985,1,0,1,0,1,0,0
130294343,5.0273438,3.369287,1,0,1,0,1,0,0
130794344,4.904883,3.3708985,1,0,1,0,1,0,0
131294341,5.0370116,3.3708985,1,0,1,0,1,0,0
131804329,4.914551,3.3708985,1,0,1,0,1,0,0
132304329,5.0321774,3.369287,1,0,1,0,1,0,0
132804332,4.904883,3.3708985,1,0,1,0,1,0,0
133304372,5.043457,3.369287,1,0,1,0,1,0,0
133804329,4.9226074,3.369287,1,0,1,0,1,0,0
134304329,5.0321774,3.3708985,1,0,1,0,1,0,0
134804331,4.8952146,3.3725097,1,0,1,0,1,0,0
135304329,4.975781,3.3708985,1,0,1,0,1,0,0
135804329,5.009619,3.3708985,1,0,1,0,1,0,0
136304329,5.0482907,3.3708985,1,0,1,0,1,0,0
136804364,5.030566,3.3708985,1,0,1,0,1,0,0
137304329,5.0466795,3.369287,1,0,1,0,1,0,0
137804329,4.906494,3.3708985,1,0,1,0,1,0,0
138304329,5.0321774,3.3708985,1,0,1,0,1,0,0
138804329,5.040234,3.3708985,1,0,1,0,1,0,0
139314376,4.916162,3.3708985,1,0,1,0,1,0,0
139814342,4.90166,3.3708985,1,0,1,0,1,0,0
140314342,5.0321774,3.3708985,1,0,1,0,1,0,0
140814330,4.969336,3.3708985,1,0,1,0,1,0,0
141314366,4.9741697,3.3725097,1,0,1,0,1,0,0
141814343,5.0257325,3.3708985,1,0,1,0,1,0,0
142314341,5.053125,3.369287,1,0,1,0,1,0,0
142814341,4.904883,3.3708985,1,0,1,0,1,0,0
143314348,5.0466795,3.369287,1,0,1,0,1,0,0
143824329,5.041846,3.369287,1,0,1,0,1,0,0
144324329,5.0273438,3.3708985,1,0,1,0,1,0,0
144824329,5.038623,3.369287,1,0,1,0,1,0,0
145324329,4.914551,3.369287,1,0,1,0,1,0,0
145824329,5.0273438,3.3708985,1,0,1,0,1,0,0
146324329,5.0112305,3.3708985,1,0,1,0,1,0,0
146824329,4.9628906,3.3708985,1,0,1,0,1,0,0
147334334,5.0482907,3.369287,1,0,1,0,1,0,0
147834344,4.964502,3.3708985,1,0,1,0,1,0,0
148334343,4.969336,3.369287,1,0,1,0,1,0,0
148834344,5.0354004,3.3708985,1,0,1,0,1,0,0
149334341,5.0321774,3.3708985,1,0,1,0,1,0,0
149834342,5.0354004,3.3708985,1,0,1,0,1,0,0
150334374,5.033789,3.3708985,1,0,1,0,1,0,0
150834343,4.8839355,3.369287,1,0,1,0,1,0,0
151344328,5.043457,3.3708985,1,0,1,0,1,0,0
151844329,5.028955,3.3708985,1,0,1,0,1,0,0
152344329,5.041846,3.369287,1,0,1,0,1,0,0
152844329,5.024121,3.3708985,1,0,1,0,1,0,0
153344329,5.014453,3.3708985,1,0,1,0,1,0,0
153844329,4.84043,3.369287,1,0,1,0,1,0,0
154344329,5.0015626,3.3708985,1,0,1,0,1,0,0
154844329,4.8936033,3.3676758,1,0,1,0,1,0,0
155344329,4.90166,3.3708985,1,0,1,0,1,0,0
155844329,5.0225096,3.3725097,1,0,1,0,1,0,0
156344329,5.0273438,3.369287,1,0,1,0,1,0,0
156854343,4.8887696,3.3708985,1,0,1,0,1,0,0
157354343,5.0321774,3.369287,1,0,1,0,1,0,0
157854349,5.0466795,3.369287,1,0,1,0,1,0,0
158354352,4.8952146,3.369287,1,0,1,0,1,0,0
158854344,5.0225096,3.369287,1,0,1,0,1,0,0
159354343,4.9854493,3.3676758,1,0,1,0,1,0,0
159854341,4.9822264,3.3708985,1,0,1,0,1,0,0
160354349,5.016064,3.3708985,1,0,1,0,1,0,0
160864339,4.8549314,3.3708985,1,0,1,0,1,0,0
161364330,4.975781,3.369287,1,0,1,0,1,0,0
161864329,5.024121,3.3708985,1,0,1,0,1,0,0
162364329,5.0370116,3.3708985,1,0,1,0,1,0,0
162864343,5.0112305,3.369287,1,0,1,0,1,0,0
163364377,5.0257325,3.3676758,1,0,1,0,1,0,0
163864329,4.891992,3.3708985,1,0,1,0,1,0,0
164364329,5.040234,3.3708985,1,0,1,0,1,0,0
164864329,4.999951,3.369287,1,0,1,0,1,0,0
165364331,4.867822,3.3708985,1,0,1,0,1,0,0
165864329,4.9741697,3.369287,1,0,1,0,1,0,0
166374345,4.988672,3.3708985,1,0,1,0,1,0,0
166874343,4.867822,3.369287,1,0,1,0,1,0,0
167374349,5.038623,3.369287,1,0,1,0,1,0,0
167874344,5.028955,3.369287,1,0,1,0,1,0,0
168374362,4.911328,3.369287,1,0,1,0,1,0,0
168874341,5.028955,3.3708985,1,0,1,0,1,0,0
169374341,5.017676,3.3708985,1,0,1,0,1,0,0
169874342,5.0450683,3.3708985,1,0,1,0,1,0,0
170374343,4.8952146,3.369287,1,0,1,0,1,0,0
170874350,4.993506,3.369287,1,0,1,0,1,0,0
171374344,5.0063963,3.3708985,1,0,1,0,1,0,0
171874344,5.030566,3.3708985,1,0,1,0,1,0,0
172384329,5.0080075,3.3708985,1,0,1,0,1,0,0
172884329,4.9838376,3.3708985,1,0,1,0,1,0,0
173384329,5.043457,3.3708985,1,0,1,0,1,0,0
173884329,5.0225096,3.369287,1,0,1,0,1,0,0
174384329,5.0257325,3.369287,1,0,1,0,1,0,0
174894342,5.0321774,3.3708985,1,0,1,0,1,0,0
175394373,4.8952146,3.3708985,1,0,1,0,1,0,0
175894342,4.9226074,3.3708985,1,0,1,0,1,0,0
176394342,5.038623,3.3708985,1,0,1,0,1,0,0
176894367,5.082129,3.3725097,1,0,1,0,1,0,0
177394341,5.0273438,3.369287,1,0,1,0,1,0,0
177894344,4.988672,3.369287,1,0,1,0,1,0,0
178404329,4.90166,3.3708985,1,0,1,0,1,0,0
178904329,5.0273438,3.3708985,1,0,1,0,1,0,0
179404330,4.9822264,3.3708985,1,0,1,0,1,0,0
179904329,4.979004,3.369287,1,0,1,0,1,0,0
180404329,5.030566,3.3708985,1,0,1,0,1,0,0
180914342,4.9854493,3.369287,1,0,1,0,1,0,0
181414341,4.904883,3.3708985,1,0,1,0,1,0,0
181914342,5.0225096,3.3708985,1,0,1,0,1,0,0
182414343,5.0450683,3.3708985,1,0,1,0,1,0,0
182914354,4.9081054,3.3708985,1,0,1,0,1,0,0
183414341,5.0321774,3.369287,1,0,1,0,1,0,0
183914354,5.0321774,3.3708985,1,0,1,0,1,0,0
184414349,5.0482907,3.3708985,1,0,1,0,1,0,0
184914341,4.990283,3.3708985,1,0,1,0,1,0,0
185414364,4.9870605,3.3708985,1,0,1,0,1,0,0
185924329,5.0273438,3.3708985,1,0,1,0,1,0,0
186424329,4.990283,3.3708985,1,0,1,0,1,0,0
186924329,4.875879,3.3708985,1,0,1,0,1,0,0
187424329,5.028955,3.369287,1,0,1,0,1,0,0
187924329,5.0273438,3.3708985,1,0,1,0,1,0,0
188424329,4.9242187,3.3725097,1,0,1,0,1,0,0
188924329,5.033789,3.3676758,1,0,1,0,1,0,0
189424329,5.0370116,3.369287,1,0,1,0,1,0,0
189924329,4.904883,3.369287,1,0,1,0,1,0,0
190424329,5.0128417,3.3708985,1,0,1,0,1,0,0
190924329,4.993506,3.3708985,1,0,1,0,1,0,0
191424329,4.875879,3.3708985,1,0,1,0,1,0,0
191924329,4.9967284,3.369287,1,0,1,0,1,0,0
192434330,5.009619,3.369287,1,0,1,0,1,0,0
192934341,5.041846,3.3708985,1,0,1,0,1,0,0
193434342,5.033789,3.3708985,1,0,1,0,1,0,0
193934347,5.0370116,3.369287,1,0,1,0,1,0,0
194434342,4.9193845,3.3725097,1,0,1,0,1,0,0
194934351,5.040234,3.3708985,1,0,1,0,1,0,0
195434343,5.0450683,3.3708985,1,0,1,0,1,0,0
195934342,4.8968263,3.369287,1,0,1,0,1,0,0
196434341,4.9838376,3.369287,1,0,1,0,1,0,0
196934366,4.990283,3.369287,1,0,1,0,1,0,0
197434369,5.0370116,3.3708985,1,0,1,0,1,0,0
197934342,5.024121,3.3708985,1,0,1,0,1,0,0
198434372,5.0466795,3.3708985,1,0,1,0,1,0,0
198944377,5.0208983,3.369287,1,0,1,0,1,0,0
199444329,5.0273438,3.369287,1,0,1,0,1,0,0
199944329,5.033789,3.3708985,1,0,1,0,1,0,0
200444329,5.069238,3.3708985,1,0,1,0,1,0,0
200944329,5.0354004,3.369287,1,0,1,0,1,0,0
201454343,4.9725585,3.369287,1,0,1,0,1,0,0
201954342,5.030566,3.369287,1,0,1,0,1,0,0
202454343,5.014453,3.369287,1,0,1,0,1,0,0
202954341,4.8952146,3.3725097,1,0,1,0,1,0,0
203454342,4.8742676,3.3708985,1,0,1,0,1,0,0
203954342,4.990283,3.3708985,1,0,1,0,1,0,0
204454342,5.0370116,3.3708985,1,0,1,0,1,0,0
204954373,5.041846,3.369287,1,0,1,0,1,0,0
205454365,5.041846,3.3708985,1,0,1,0,1,0,0
205954344,4.9177732,3.3676758,1,0,1,0,1,0,0
206454341,5.030566,3.3708985,1,0,1,0,1,0,0
206964330,5.028955,3.3708985,1,0,1,0,1,0,0
207464338,5.028955,3.3725097,1,0,1,0,1,0,0
207964329,5.0515137,3.369287,1,0,1,0,1,0,0
208464329,5.0450683,3.3708985,1,0,1,0,1,0,0
208964329,4.891992,3.3708985,1,0,1,0,1,0,0
209464329,4.990283,3.369287,1,0,1,0,1,0,0
209964329,4.9918942,3.369287,1,0,1,0,1,0,0
210464343,4.90166,3.369287,1,0,1,0,1,0,0
210964329,5.033789,3.364453,1,0,1,0,1,0,0
211474345,5.0370116,3.3708985,1,0,1,0,1,0,0
211974343,5.033789,3.3708985,1,0,1,0,1,0,0
212474363,5.0354004,3.3708985,1,0,1,0,1,0,0
212974341,5.0354004,3.3708985,1,0,1,0,1,0,0
213474344,5.0225096,3.369287,1,0,1,0,1,0,0
213974365,5.0273438,3.3708985,1,0,1,0,1,0,0
214474329,5.028955,3.3708985,1,0,1,0,1,0,0
214974342,4.990283,3.369287,1,0,1,0,1,0,0
215474353,4.9854493,3.3676758,1,0,1,0,1,0,0
215974347,4.8855467,3.3708985,1,0,1,0,1,0,0
216474347,5.0208983,3.3708985,1,0,1,0,1,0,0
216974362,5.0482907,3.3708985,1,0,1,0,1,0,0
217484329,4.90166,3.3708985,1,0,1,0,1,0,0
217984329,5.028955,3.3708985,1,0,1,0,1,0,0
218484329,5.0273438,3.3708985,1,0,1,0,1,0,0
218984329,4.9177732,3.369287,1,0,1,0,1,0,0
219484329,5.0515137,3.3708985,1,0,1,0,1,0,0
219984329,5.0482907,3.369287,1,0,1,0,1,0,0
220484329,4.9242187,3.3708985,1,0,1,0,1,0,0
220984329,5.0015626,3.3708985,1,0,1,0,1,0,0
221484329,4.9822264,3.3676758,1,0,1,0,1,0,0
221984329,4.903271,3.3708985,1,0,1,0,1,0,0
222484368,5.0257325,3.369287,1,0,1,0,1,0,0
222984329,4.906494,3.3725097,1,0,1,0,1,0,0
223494348,4.9081054,3.369287,1,0,1,0,1,0,0
223994343,5.0354004,3.3708985,1,0,1,0,1,0,0
224494342,5.033789,3.369287,1,0,1,0,1,0,0
224994355,5.0321774,3.3708985,1,0,1,0,1,0,0
225494358,5.0321774,3.3708985,1,0,1,0,1,0,0
225994342,5.028955,3.369287,1,0,1,0,1,0,0
226494345,5.0112305,3.369287,1,0,1,0,1,0,0
226994343,5.0015626,3.369287,1,0,1,0,1,0,0
227504365,4.930664,3.374121,1,0,1,0,1,0,0
228004329,4.9870605,3.369287,1,0,1,0,1,0,0
228504329,5.003174,3.369287,1,0,1,0,1,0,0
229004329,5.019287,3.3708985,1,0,1,0,1,0,0
229504329,5.030566,3.3708985,1,0,1,0,1,0,0
230004329,5.038623,3.3708985,1,0,1,0,1,0,0
230504330,4.903271,3.369287,1,0,1,0,1,0,0
231004329,5.033789,3.3708985,1,0,1,0,1,0,0
231514343,5.0273438,3.3676758,1,0,1,0,1,0,0
232014344,5.028955,3.3708985,1,0,1,0,1,0,0
232514341,5.028955,3.3708985,1,0,1,0,1,0,0
233014342,5.030566,3.3708985,1,0,1,0,1,0,0
233514344,4.8887696,3.3708985,1,0,1,0,1,0,0
234014347,5.003174,3.3708985,1,0,1,0,1,0,0
234514344,5.040234,3.3708985,1,0,1,0,1,0,0
235014341,4.90166,3.369287,1,0,1,0,1,0,0
235514354,5.028955,3.3708985,1,0,1,0,1,0,0
236014342,5.038623,3.3725097,1,0,1,0,1,0,0
236524329,4.911328,3.3708985,1,0,1,0,1,0,0
237024329,5.028955,3.3708985,1,0,1,0,1,0,0
237524329,5.0482907,3.3708985,1,0,1,0,1,0,0
238024329,4.914551,3.3708985,1,0,1,0,1,0,0
238524329,5.0450683,3.3708985,1,0,1,0,1,0,0
239024335,5.0257325,3.3708985,1,0,1,0,1,0,0
239524329,4.8645997,3.369287,1,0,1,0,1,0,0
240024329,5.003174,3.3708985,1,0,1,0,1,0,0
240524330,5.0482907,3.3708985,1,0,1,0,1,0,0
241024329,5.043457,3.369287,1,0,1,0,1,0,0
241534344,5.033789,3.3708985,1,0,1,0,1,0,0
242034342,4.920996,3.3676758,1,0,1,0,1,0,0
242534343,5.043457,3.3708985,1,0,1,0,1,0,0
243034374,5.0321774,3.3708985,1,0,1,0,1,0,0
243534342,4.9081054,3.3708985,1,0,1,0,1,0,0
244034341,5.0273438,3.3708985,1,0,1,0,1,0,0
244534347,5.0466795,3.369287,1,0,1,0,1,0,0
245034346,4.887158,3.3708985,1,0,1,0,1,0,0
245534342,4.995117,3.369287,1,0,1,0,1,0,0
246044329,5.0273438,3.369287,1,0,1,0,1,0,0
246544329,4.862988,3.3708985,1,0,1,0,1,0,0
247044329,4.990283,3.369287,1,0,1,0,1,0,0
247544344,5.040234,3.3708985,1,0,1,0,1,0,0
248044330,4.903271,3.3708985,1,0,1,0,1,0,0
248544329,5.019287,3.369287,1,0,1,0,1,0,0
249044329,5.0273438,3.3708985,1,0,1,0,1,0,0
249544329,4.9226074,3.3708985,1,0,1,0,1,0,0
250044329,5.041846,3.369287,1,0,1,0,1,0,0
250544329,5.0450683,3.3708985,1,0,1,0,1,0,0
251044329,4.9725585,3.3676758,1,0,1,0,1,0,0
251544329,4.9983397,3.3708985,1,0,1,0,1,0,0
252044338,5.0225096,3.369287,1,0,1,0,1,0,0
252544329,4.904883,3.369287,1,0,1,0,1,0,0
253054343,4.916162,3.3708985,1,0,1,0,1,0,0
253554342,5.053125,3.374121,1,0,1,0,1,0,0
254054342,5.0482907,3.3708985,1,0,1,0,1,0,0
254554343,5.0273438,3.3708985,1,0,1,0,1,0,0
255054342,5.017676,3.369287,1,0,1,0,1,0,0
255554344,5.038623,3.369287,1,0,1,0,1,0,0
256054344,5.0225096,3.3708985,1,0,1,0,1,0,0
256554342,5.0225096,3.3708985,1,0,1,0,1,0,0
257054354,4.993506,3.3708985,1,0,1,0,1,0,0
257554344,5.054736,3.3708985,1,0,1,0,1,0,0
258054341,5.017676,3.3708985,1,0,1,0,1,0,0
258564329,4.911328,3.3708985,1,0,1,0,1,0,0
